SHIP 663381 224128 640278 220834 25000 10 5 30 255 153 153 "Bjarni_Sæmundsson"
STAT 671 5 -3 663615 215451 663716 214461 2215 #
STAT 721 12 -3 671007 213868 670628 214257 212 # 164  mín frá ( 721-11-4 )\\
STAT 722 4 -4 670574 220189 670990 220189 660 # 135  mín frá ( 721-12-3 )\\
STAT 722 14 -4 671495 220618 671499 221647 145 # 123  mín frá ( 722-4-4 )\\
STAT 722 5 -4 670796 221087 670604 221984 718 # 128  mín frá ( 722-14-4 )\\
STAT 722 13 -4 670421 222803 670051 222448 672 # 111  mín frá ( 722-5-4 )\\
STAT 722 12 -4 670102 222707 670010 223700 710 # 87  mín frá ( 722-13-4 )\\
STAT 672 5 -1 665902 223490 665591 224122 970 # 94  mín frá ( 722-12-4 )\\
STAT 672 12 -1 665321 223460 665025 224140 2177 # 104  mín frá ( 672-5-1 )\\
STAT 672 11 -3 664470 223544 664769 224211 573 # 116  mín frá ( 672-12-1 )\\
STAT 672 16 -1 664888 225313 664519 225677 3371 # 102  mín frá ( 672-11-3 )\\
STAT 673 13 -2 664509 231099 664412 232076 9832 # 107  mín frá ( 672-16-1 )\\
STAT 673 5 -2 665099 232052 665186 231054 371 # 145  mín frá ( 673-13-2 )\\
STAT 673 4 -2 665386 231042 665572 230150 440 # 185  mín frá ( 673-5-2 )\\
STAT 673 7 -1 665523 225976 665145 230265 622 # 98  mín frá ( 673-4-2 )\\
STAT 672 4 -1 665404 225793 665658 225010 725 # 102  mín frá ( 673-7-1 )\\
STAT 722 1 -3 670000 224836 670000 225851 605 # 114  mín frá ( 672-4-1 )\\
STAT 722 3 -3 670260 225007 670655 224993 282 # 111  mín frá ( 722-1-3 )\\
STAT 722 16 -3 671098 224648 671194 225632 155 # 119  mín frá ( 722-3-3 )\\
STAT 722 2 -3 670600 225983 670206 230003 254 # 123  mín frá ( 722-16-3 )\\
STAT 723 12 -4 670000 230366 665997 231381 385 # 100  mín frá ( 722-2-3 )\\
STAT 723 1 -4 670622 231350 670415 232220 309 # 136  mín frá ( 723-12-4 )\\
STAT 723 13 -3 670581 233114 670866 233819 1123 # 102  mín frá ( 723-1-4 )\\
STAT 723 2 -3 670432 233234 670096 232704 607 # 105  mín frá ( 723-13-3 )\\
STAT 723 3 -4 670005 232898 670000 233918 96 # 87  mín frá ( 723-2-3 )\\
STAT 723 4 -1 665967 234641 670333 234248 130 # 108  mín frá ( 723-3-4 )\\
STAT 723 11 -3 670328 235013 670050 235749 70 # 99  mín frá ( 723-4-1 )\\
STAT 673 1 -3 670013 235142 665739 235880 73 # 104  mín frá ( 723-11-3 )\\
STAT 673 17 -1 665502 235847 665744 235040 72 # 98  mín frá ( 673-1-3 )\\
STAT 673 2 -1 665800 234080 665797 233054 90 # 96  mín frá ( 673-17-1 )\\
STAT 673 3 -1 665761 233033 665402 232599 331 # 89  mín frá ( 673-2-1 )\\
STAT 673 12 -2 665204 232917 665063 233864 342 # 88  mín frá ( 673-3-1 )\\
STAT 673 11 -1 664986 234159 665296 234785 323 # 95  mín frá ( 673-12-2 )\\
STAT 673 14 -1 664975 235110 665298 235697 1736 # 106  mín frá ( 673-11-1 )\\
STAT 673 6 -2 665311 240051 664920 235883 537 # 93  mín frá ( 673-14-1 )\\
STAT 673 31 -3 664028 235605 664002 234605 2196 # 142  mín frá ( 673-6-2 )\\
STAT 673 35 -4 663757 232247 663580 233144 1325 # 158  mín frá ( 673-31-3 )\\
STAT 623 5 -2 662820 232694 662463 233132 1517 # 129  mín frá ( 673-35-4 )\\
STAT 623 14 -2 661842 231938 661634 231107 3905 # 133  mín frá ( 623-5-2 )\\
PORT 660489 230673 "Ísafjörður" 1 # 
STAT 674 4 -2 664860 241519 664531 242082 557 # 1299  mín frá ( 623-14-2 )\\
STAT 674 3 -2 664896 242382 665145 241588 304 # 99  mín frá ( 674-4-2 )\\
STAT 674 15 -2 665373 242674 665177 243567 234 # 108  mín frá ( 674-3-2 )\\
STAT 674 1 -1 665097 243591 664777 244194 2272 # 105  mín frá ( 674-15-2 )\\
STAT 674 5 -1 664828 243624 664449 243961 385 # 111  mín frá ( 674-1-1 )\\
STAT 674 2 -3 664271 244269 663891 244555 182 # 89  mín frá ( 674-5-1 )\\
STAT 674 11 -3 663832 245136 663528 245788 741 # 98  mín frá ( 674-2-3 )\\
STAT 675 1 -4 663539 250627 663300 251431 375 # 102  mín frá ( 674-11-3 )\\
STAT 675 2 -4 663300 250186 663019 250894 328 # 125  mín frá ( 675-1-4 )\\
STAT 625 3 -2 662991 251387 662748 252175 905 # 97  mín frá ( 675-2-4 )\\
STAT 625 7 -1 662412 253063 662085 253627 1771 # 118  mín frá ( 625-3-2 )\\
STAT 625 14 -1 661785 254336 661501 255031 3439 # 105  mín frá ( 625-7-1 )\\
STAT 625 13 -1 661755 254959 661606 255289 290 # 257  mín frá ( 625-14-1 )\\
STAT 625 11 -3 661298 254977 661013 255670 930 # 75  mín frá ( 625-13-1 )\\
STAT 626 2 -4 661185 260307 660962 261125 95 # 113  mín frá ( 625-11-3 )\\
STAT 626 12 -4 660757 260342 660612 260684 273 # 285  mín frá ( 626-2-4 )\\
STAT 626 11 -4 660339 260979 660085 261734 1214 # 61  mín frá ( 626-12-4 )\\
STAT 576 5 -4 660050 261782 655880 260930 545 # 87  mín frá ( 626-11-4 )\\
